index,participant,director,resp,meaning,thisN,round,pair,Begin Time - msec,End Time - msec,Duration - msec,Participant1,Participant2,StrategyP1,StrategyP2,MarkerP1,MarkerP2,SAlignmentP1,SAlignmentP2,FormP1,FormP2,EnactingP1,EnactingP2,MoldingP1,MoldingP2,DrawingP1,DrawingP2,RepresentingP1,RepresentingP2,Forms_AlignmnentP1,AMarkerP1,AMarkerP2,Forms_AlignmnentP2,strategies,alignment,strategies_no,moulding,enacting,drawing,representing,alignment_degree,condition
95,P061_P062_Zsit,P062,left,schody,19,round2,P061P062,236397,245688,9291,,SCHODY_2_,,SCHODY_2_R_D_R,,,,SCHODY_2_R_D_R_3/3,,SCHODY_2_R_D_R,,,,,,,,,,,,,SCHODY_2_R_D_R,SCHODY_2_R_D_R_3/3,3,0,0,1,1,1,sit
95,P061_P062_Zsit,P062,left,schody,19,round2,P061P062,236639,238213,1574,,SCHODY_2_,,SCHODY_2_R_D_R,,,,SCHODY_2_R_D_R_3/3,,SCHODY_2_R_D_R,,,,,,,,SCHODY_2_R,,,,,SCHODY_2_R_D_R,SCHODY_2_R_D_R_3/3,3,0,0,1,1,1,sit
95,P061_P062_Zsit,P062,left,schody,19,round2,P061P062,238230,240066,1836,,SCHODY_2_,,SCHODY_2_R_D_R,,,,SCHODY_2_R_D_R_3/3,,SCHODY_2_R_D_R,,,,,,SCHODY_2_D,,,,,,,SCHODY_2_R_D_R,SCHODY_2_R_D_R_3/3,3,0,0,1,1,1,sit
95,P061_P062_Zsit,P062,left,schody,19,round2,P061P062,240098,242689,2591,,SCHODY_2_,,SCHODY_2_R_D_R,,,,SCHODY_2_R_D_R_3/3,,SCHODY_2_R_D_R,,,,,,,,SCHODY_2_R,,,,SCHODY_2_R,SCHODY_2_R_D_R,SCHODY_2_R_D_R_3/3,3,0,0,1,1,1,sit
109,P061_P062_Zsit,P062,right,drabina,1,round2,P061P062,414530,422627,8097,,DRABINA_2_,,DRABINA_2_D_E,,,,DRABINA_2_D_E_1/2,,DRABINA_2_D_E,,,,,,,,,,,,,DRABINA_2_D_E,DRABINA_2_D_E_1/2,2,0,1,1,0,0.5,sit
109,P061_P062_Zsit,P062,right,drabina,1,round2,P061P062,414530,419213,4683,,DRABINA_2_,,DRABINA_2_D_E,,,,DRABINA_2_D_E_1/2,,DRABINA_2_D_E,,,,,,DRABINA_2_D,,,,,,DRABINA_2_D,DRABINA_2_D_E,DRABINA_2_D_E_1/2,2,0,1,1,0,0.5,sit
109,P061_P062_Zsit,P062,right,drabina,1,round2,P061P062,419246,422148,2902,,DRABINA_2_,,DRABINA_2_D_E,,,,DRABINA_2_D_E_1/2,,DRABINA_2_D_E,,DRABINA_2_E,,,,,,,,,,,DRABINA_2_D_E,DRABINA_2_D_E_1/2,2,0,1,1,0,0.5,sit
110,P061_P062_Zsit,P061,right,patelnia,2,round2,P061P062,428705,435995,7290,PATELNIA_2_,,PATELNIA_2_D_E_D,,,,PATELNIA_2_D_E_D_3/3,,PATELNIA_2_D_E_D,,,,,,,,,,,,,,PATELNIA_2_D_E_D,PATELNIA_2_D_E_D_3/3,3,0,1,1,0,1,sit
110,P061_P062_Zsit,P061,right,patelnia,2,round2,P061P062,429148,432098,2950,PATELNIA_2_,,PATELNIA_2_D_E_D,,,,PATELNIA_2_D_E_D_3/3,,PATELNIA_2_D_E_D,,,,,,PATELNIA_2_D,,,,,,,,PATELNIA_2_D_E_D,PATELNIA_2_D_E_D_3/3,3,0,1,1,0,1,sit
110,P061_P062_Zsit,P061,right,patelnia,2,round2,P061P062,429148,432049,2901,PATELNIA_2_,,PATELNIA_2_D_E_D,,,,PATELNIA_2_D_E_D_3/3,,PATELNIA_2_D_E_D,,,,,,PATELNIA_2_D,,,,PATELNIA_2_D,,,,PATELNIA_2_D_E_D,PATELNIA_2_D_E_D_3/3,3,0,1,1,0,1,sit
110,P061_P062_Zsit,P061,right,patelnia,2,round2,P061P062,432049,435328,3279,PATELNIA_2_,,PATELNIA_2_D_E_D,,,,PATELNIA_2_D_E_D_3/3,,PATELNIA_2_D_E_D,,PATELNIA_2_E,,,,,,,,PATELNIA_2_E_D,,,,PATELNIA_2_D_E_D,PATELNIA_2_D_E_D_3/3,3,0,1,1,0,1,sit
110,P061_P062_Zsit,P061,right,patelnia,2,round2,P061P062,432557,434918,2361,PATELNIA_2_,,PATELNIA_2_D_E_D,,,,PATELNIA_2_D_E_D_3/3,,PATELNIA_2_D_E_D,,PATELNIA_2_E,,,,PATELNIA_2_D,,,,PATELNIA_2_E_D,,,,PATELNIA_2_D_E_D,PATELNIA_2_D_E_D_3/3,3,0,1,1,0,1,sit
111,P061_P062_Zsit,P062,right,skakanka,3,round2,P061P062,444573,448734,4161,,SKAKANKA_2_,,SKAKANKA_2_E,,,,SKAKANKA_2_E_1/1,,SKAKANKA_2_E,,,,,,,,,,,,,SKAKANKA_2_E,SKAKANKA_2_E_1/1,1,0,1,0,0,1,sit
111,P061_P062_Zsit,P062,right,skakanka,3,round2,P061P062,444918,448033,3115,,SKAKANKA_2_,,SKAKANKA_2_E,,,,SKAKANKA_2_E_1/1,,SKAKANKA_2_E,,SKAKANKA_2_E,,,,,,,,,,SKAKANKA_2_E,SKAKANKA_2_E,SKAKANKA_2_E_1/1,1,0,1,0,0,1,sit
116,P061_P062_Zsit,P061,right,rower,8,round2,P061P062,500915,506109,5194,ROWER_2_,,ROWER_2_R_E,,,,ROWER_2_R_E_1/2,,ROWER_2_R_E,,,,,,,,,,,,,,ROWER_2_R_E,ROWER_2_R_E_1/2,2,0,1,0,1,0.5,sit
116,P061_P062_Zsit,P061,right,rower,8,round2,P061P062,501213,503820,2607,ROWER_2_,,ROWER_2_R_E,,,,ROWER_2_R_E_1/2,,ROWER_2_R_E,,,,,,,,ROWER_2_R,,,,,,ROWER_2_R_E,ROWER_2_R_E_1/2,2,0,1,0,1,0.5,sit
116,P061_P062_Zsit,P061,right,rower,8,round2,P061P062,503869,505508,1639,ROWER_2_,,ROWER_2_R_E,,,,ROWER_2_R_E_1/2,,ROWER_2_R_E,,ROWER_2_E,,,,,,,,ROWER_2_E,,,,ROWER_2_R_E,ROWER_2_R_E_1/2,2,0,1,0,1,0.5,sit
123,P061_P062_Zsit,P062,right,butelka,15,round2,P061P062,587389,591873,4484,,BUTELKA_2_,,BUTELKA_2_D_E,,,,BUTELKA_2_D_E_2/2,,BUTELKA_2_D_E,,,,,,,,,,,,,BUTELKA_2_D_E,BUTELKA_2_D_E_2/2,2,0,1,1,0,1,sit
123,P061_P062_Zsit,P062,right,butelka,15,round2,P061P062,587836,589492,1656,,BUTELKA_2_,,BUTELKA_2_D_E,,,,BUTELKA_2_D_E_2/2,,BUTELKA_2_D_E,,,,,,BUTELKA_2_D,,,,,,BUTELKA_2_D,BUTELKA_2_D_E,BUTELKA_2_D_E_2/2,2,0,1,1,0,1,sit
123,P061_P062_Zsit,P062,right,butelka,15,round2,P061P062,589508,590984,1476,,BUTELKA_2_,,BUTELKA_2_D_E,,,,BUTELKA_2_D_E_2/2,,BUTELKA_2_D_E,,BUTELKA_2_E,,,,,,,,,,BUTELKA_2_E,BUTELKA_2_D_E,BUTELKA_2_D_E_2/2,2,0,1,1,0,1,sit
124,P061_P062_Zsit,P061,right,drewno,16,round2,P061P062,598954,606470,7516,DREWNO_2_,,DREWNO_2_D_R_D,,,,DREWNO_2_D_R_D_2/3,,DREWNO_2_D_R_D,,,,,,,,,,,,,,DREWNO_2_D_R_D,DREWNO_2_D_R_D_2/3,3,0,0,1,1,0.666666666666667,sit
124,P061_P062_Zsit,P061,right,drewno,16,round2,P061P062,599279,602033,2754,DREWNO_2_,,DREWNO_2_D_R_D,,,,DREWNO_2_D_R_D_2/3,,DREWNO_2_D_R_D,,,,,,DREWNO_2_D,,,,DREWNO_2_D,,,,DREWNO_2_D_R_D,DREWNO_2_D_R_D_2/3,3,0,0,1,1,0.666666666666667,sit
124,P061_P062_Zsit,P061,right,drewno,16,round2,P061P062,602049,603230,1181,DREWNO_2_,,DREWNO_2_D_R_D,,,,DREWNO_2_D_R_D_2/3,,DREWNO_2_D_R_D,,,,,,,,DREWNO_2_R,,,,,,DREWNO_2_D_R_D,DREWNO_2_D_R_D_2/3,3,0,0,1,1,0.666666666666667,sit
124,P061_P062_Zsit,P061,right,drewno,16,round2,P061P062,603213,606000,2787,DREWNO_2_,,DREWNO_2_D_R_D,,,,DREWNO_2_D_R_D_2/3,,DREWNO_2_D_R_D,,,,,,DREWNO_2_D,,,,DREWNO_2_D,,,,DREWNO_2_D_R_D,DREWNO_2_D_R_D_2/3,3,0,0,1,1,0.666666666666667,sit
128,P061_P062_Zsit,P061,left,schody,20,round2,P061P062,646908,653359,6451,SCHODY_2_,,SCHODY_2_D_R,,,,SCHODY_2_D_R_2/2,,SCHODY_2_D_R,,,,,,,,,,,,,,SCHODY_2_D_R,SCHODY_2_D_R_2/2,2,0,0,1,1,1,sit
128,P061_P062_Zsit,P061,left,schody,20,round2,P061P062,647410,649016,1606,SCHODY_2_,,SCHODY_2_D_R,,,,SCHODY_2_D_R_2/2,,SCHODY_2_D_R,,,,,,SCHODY_2_D,,,,,,,,SCHODY_2_D_R,SCHODY_2_D_R_2/2,2,0,0,1,1,1,sit
128,P061_P062_Zsit,P061,left,schody,20,round2,P061P062,649033,652492,3459,SCHODY_2_,,SCHODY_2_D_R,,,,SCHODY_2_D_R_2/2,,SCHODY_2_D_R,,,,,,,,SCHODY_2_R,,SCHODY_2_R,,,,SCHODY_2_D_R,SCHODY_2_D_R_2/2,2,0,0,1,1,1,sit
130,P061_P062_Zsit,P061,right,luneta,22,round2,P061P062,674717,676975,2258,LUNETA_2_,,LUNETA_2_E,,,,LUNETA_2_E_1/1,,LUNETA_2_E,,,,,,,,,,,,,,LUNETA_2_E,LUNETA_2_E_1/1,1,0,1,0,0,1,sit
130,P061_P062_Zsit,P061,right,luneta,22,round2,P061P062,675098,676393,1295,LUNETA_2_,,LUNETA_2_E,,,,LUNETA_2_E_1/1,,LUNETA_2_E,,LUNETA_2_E,,,,,,,,LUNETA_2_E,,,,LUNETA_2_E,LUNETA_2_E_1/1,1,0,1,0,0,1,sit
135,P061_P062_Zsit,P062,right,laska,27,round2,P061P062,737664,741535,3871,,LASKA_2_,,LASKA_2_E,,,,LASKA_2_E_1/1,,LASKA_2_E,,,,,,,,,,,,,LASKA_2_E,LASKA_2_E_1/1,1,0,1,0,0,1,sit
135,P061_P062_Zsit,P062,right,laska,27,round2,P061P062,738033,741148,3115,,LASKA_2_,,LASKA_2_E,,,,LASKA_2_E_1/1,,LASKA_2_E,,LASKA_2_E,,,,,,,,,,LASKA_2_E,LASKA_2_E,LASKA_2_E_1/1,1,0,1,0,0,1,sit
142,P061_P062_Zsit,P061,right,drabina,0,round3,P061P062,42791,48474,5683,DRABINA_3_,,DRABINA_3_D,,,,DRABINA_3_D_1/1,,DRABINA_3_D,,,,,,,,,,,,,,DRABINA_3_D,DRABINA_3_D_1/1,1,0,0,1,0,1,sit
142,P061_P062_Zsit,P061,right,drabina,0,round3,P061P062,43512,48000,4488,DRABINA_3_,,DRABINA_3_D,,,,DRABINA_3_D_1/1,,DRABINA_3_D,,,,,,DRABINA_3_D,,,,DRABINA_3_D,,,,DRABINA_3_D,DRABINA_3_D_1/1,1,0,0,1,0,1,sit
146,P061_P062_Zsit,P061,right,butelka,4,round3,P061P062,90919,94041,3122,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,,,,,,,,,,,,,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
146,P061_P062_Zsit,P061,right,butelka,4,round3,P061P062,91268,92439,1171,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,,,,,BUTELKA_3_D,,,,BUTELKA_3_D,,,,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
146,P061_P062_Zsit,P061,right,butelka,4,round3,P061P062,92439,93854,1415,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,BUTELKA_3_E,,,,,,,,BUTELKA_3_E,,,,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
147,P061_P062_Zsit,P062,right,drewno,5,round3,P061P062,102250,108323,6073,,DREWNO_3_,,DREWNO_3_D,,,,DREWNO_3_D_1/1,,DREWNO_3_D,,,,,,,,,,,,,DREWNO_3_D,DREWNO_3_D_1/1,1,0,0,1,0,1,sit
147,P061_P062_Zsit,P062,right,drewno,5,round3,P061P062,102707,106756,4049,,DREWNO_3_,,DREWNO_3_D,,,,DREWNO_3_D_1/1,,DREWNO_3_D,,,,,,DREWNO_3_D,,,,,,DREWNO_3_D,DREWNO_3_D,DREWNO_3_D_1/1,1,0,0,1,0,1,sit
151,P061_P062_Zsit,P062,right,skakanka,9,round3,P061P062,149265,153948,4683,,SKAKANKA_3_,,SKAKANKA_3_E,,,,SKAKANKA_3_E_1/1,,SKAKANKA_3_E,,,,,,,,,,,,,SKAKANKA_3_E,SKAKANKA_3_E_1/1,1,0,1,0,0,1,sit
151,P061_P062_Zsit,P062,right,skakanka,9,round3,P061P062,149537,153537,4000,,SKAKANKA_3_,,SKAKANKA_3_E,,,,SKAKANKA_3_E_1/1,,SKAKANKA_3_E,,SKAKANKA_3_E,,,,,,,,,,SKAKANKA_3_E,SKAKANKA_3_E,SKAKANKA_3_E_1/1,1,0,1,0,0,1,sit
155,P061_P062_Zsit,P062,right,rower,13,round3,P061P062,195261,200359,5098,,ROWER_3_,,ROWER_3_E,,,,ROWER_3_E_1/1,,ROWER_3_E,,,,,,,,,,,,,ROWER_3_E,ROWER_3_E_1/1,1,0,1,0,0,1,sit
155,P061_P062_Zsit,P062,right,rower,13,round3,P061P062,195805,199756,3951,,ROWER_3_,,ROWER_3_E,,,,ROWER_3_E_1/1,,ROWER_3_E,,ROWER_3_E,,,,,,,,,,ROWER_3_E,ROWER_3_E,ROWER_3_E_1/1,1,0,1,0,0,1,sit
158,P061_P062_Zsit,P061,right,luneta,16,round3,P061P062,230096,232242,2146,LUNETA_3_,,LUNETA_3_E,,,,LUNETA_3_E_1/1,,LUNETA_3_E,,,,,,,,,,,,,,LUNETA_3_E,LUNETA_3_E_1/1,1,0,1,0,0,1,sit
158,P061_P062_Zsit,P061,right,luneta,16,round3,P061P062,230415,231878,1463,LUNETA_3_,,LUNETA_3_E,,,,LUNETA_3_E_1/1,,LUNETA_3_E,,LUNETA_3_E,,,,,,,,LUNETA_3_E,,,,LUNETA_3_E,LUNETA_3_E_1/1,1,0,1,0,0,1,sit
160,P061_P062_Zsit,P061,left,schody,18,round3,P061P062,254099,262684,8585,SCHODY_3_,,SCHODY_3_D_R,,,,SCHODY_3_D_R_2/2,,SCHODY_3_D_R,,,,,,,,,,,,,,SCHODY_3_D_R,SCHODY_3_D_R_2/2,2,0,0,1,1,1,sit
160,P061_P062_Zsit,P061,left,schody,18,round3,P061P062,254610,259780,5170,SCHODY_3_,,SCHODY_3_D_R,,,,SCHODY_3_D_R_2/2,,SCHODY_3_D_R,,,,,,SCHODY_3_D,,,,,,,,SCHODY_3_D_R,SCHODY_3_D_R_2/2,2,0,0,1,1,1,sit
160,P061_P062_Zsit,P061,left,schody,18,round3,P061P062,259854,262317,2463,SCHODY_3_,,SCHODY_3_D_R,,,,SCHODY_3_D_R_2/2,,SCHODY_3_D_R,,,,,,,,SCHODY_3_R,,,,,,SCHODY_3_D_R,SCHODY_3_D_R_2/2,2,0,0,1,1,1,sit
161,P061_P062_Zsit,P062,right,patelnia,19,round3,P061P062,269268,279341,10073,,PATELNIA_3_,,PATELNIA_3_D_E_D_M,,,,PATELNIA_3_D_E_D_M_3/4,,PATELNIA_3_D_E_D_M,,,,,,,,,,,,,PATELNIA_3_D_E_D_M,PATELNIA_3_D_E_D_M_3/4,4,1,1,1,0,0.75,sit
161,P061_P062_Zsit,P062,right,patelnia,19,round3,P061P062,269756,271756,2000,,PATELNIA_3_,,PATELNIA_3_D_E_D_M,,,,PATELNIA_3_D_E_D_M_3/4,,PATELNIA_3_D_E_D_M,,,,,,PATELNIA_3_D,,,,,,PATELNIA_3_D,PATELNIA_3_D_E_D_M,PATELNIA_3_D_E_D_M_3/4,4,1,1,1,0,0.75,sit
161,P061_P062_Zsit,P062,right,patelnia,19,round3,P061P062,271805,274122,2317,,PATELNIA_3_,,PATELNIA_3_D_E_D_M,,,,PATELNIA_3_D_E_D_M_3/4,,PATELNIA_3_D_E_D_M,,PATELNIA_3_E,,,,,,,,,,PATELNIA_3_E,PATELNIA_3_D_E_D_M,PATELNIA_3_D_E_D_M_3/4,4,1,1,1,0,0.75,sit
161,P061_P062_Zsit,P062,right,patelnia,19,round3,P061P062,274122,275585,1463,,PATELNIA_3_,,PATELNIA_3_D_E_D_M,,,,PATELNIA_3_D_E_D_M_3/4,,PATELNIA_3_D_E_D_M,,,,,,PATELNIA_3_D,,,,,,PATELNIA_3_D,PATELNIA_3_D_E_D_M,PATELNIA_3_D_E_D_M_3/4,4,1,1,1,0,0.75,sit
161,P061_P062_Zsit,P062,right,patelnia,19,round3,P061P062,275610,277000,1390,,PATELNIA_3_,,PATELNIA_3_D_E_D_M,,,,PATELNIA_3_D_E_D_M_3/4,,PATELNIA_3_D_E_D_M,,,,PATELNIA_3_M,,,,,,,,,PATELNIA_3_D_E_D_M,PATELNIA_3_D_E_D_M_3/4,4,1,1,1,0,0.75,sit
165,P061_P062_Zsit,P062,right,laska,23,round3,P061P062,316315,323510,7195,,LASKA_3_,,LASKA_3_M_E_M_E,,,,LASKA_3_M_E_M_E_2/4,,LASKA_3_M_E_M_E,,,,,,,,,,,,,LASKA_3_M_E_M_E,LASKA_3_M_E_M_E_2/4,4,1,1,0,0,0.5,sit
165,P061_P062_Zsit,P062,right,laska,23,round3,P061P062,316829,317512,683,,LASKA_3_,,LASKA_3_M_E_M_E,,,,LASKA_3_M_E_M_E_2/4,,LASKA_3_M_E_M_E,,,,LASKA_3_M,,,,,,,,,LASKA_3_M_E_M_E,LASKA_3_M_E_M_E_2/4,4,1,1,0,0,0.5,sit
165,P061_P062_Zsit,P062,right,laska,23,round3,P061P062,317488,319829,2341,,LASKA_3_,,LASKA_3_M_E_M_E,,,,LASKA_3_M_E_M_E_2/4,,LASKA_3_M_E_M_E,,LASKA_3_E,,,,,,,,,,LASKA_3_E,LASKA_3_M_E_M_E,LASKA_3_M_E_M_E_2/4,4,1,1,0,0,0.5,sit
165,P061_P062_Zsit,P062,right,laska,23,round3,P061P062,319854,321415,1561,,LASKA_3_,,LASKA_3_M_E_M_E,,,,LASKA_3_M_E_M_E_2/4,,LASKA_3_M_E_M_E,,,,LASKA_3_M,,,,,,,,,LASKA_3_M_E_M_E,LASKA_3_M_E_M_E_2/4,4,1,1,0,0,0.5,sit
165,P061_P062_Zsit,P062,right,laska,23,round3,P061P062,321439,323000,1561,,LASKA_3_,,LASKA_3_M_E_M_E,,,,LASKA_3_M_E_M_E_2/4,,LASKA_3_M_E_M_E,,LASKA_3_E,,,,,,,,,,LASKA_3_E,LASKA_3_M_E_M_E,LASKA_3_M_E_M_E_2/4,4,1,1,0,0,0.5,sit
177,P061_P062_Zsit,P062,right,drabina,3,round3,P061P062,453912,460912,7000,,DRABINA_3_,,DRABINA_3_D,,,,DRABINA_3_D_1/1,,DRABINA_3_D,,,,,,,,,,,,,DRABINA_3_D,DRABINA_3_D_1/1,1,0,0,1,0,1,sit
177,P061_P062_Zsit,P062,right,drabina,3,round3,P061P062,453912,460098,6186,,DRABINA_3_,,DRABINA_3_D,,,,DRABINA_3_D_1/1,,DRABINA_3_D,,,,,,DRABINA_3_D,,,,,,DRABINA_3_D,DRABINA_3_D,DRABINA_3_D_1/1,1,0,0,1,0,1,sit
184,P061_P062_Zsit,P061,right,drewno,10,round3,P061P062,532166,536508,4342,DREWNO_3_,,DREWNO_3_D,,,,DREWNO_3_D_1/1,,DREWNO_3_D,,,,,,,,,,,,,,DREWNO_3_D,DREWNO_3_D_1/1,1,0,0,1,0,1,sit
184,P061_P062_Zsit,P061,right,drewno,10,round3,P061P062,532512,536293,3781,DREWNO_3_,,DREWNO_3_D,,,,DREWNO_3_D_1/1,,DREWNO_3_D,,,,,,DREWNO_3_D,,,,DREWNO_3_D,,,,DREWNO_3_D,DREWNO_3_D_1/1,1,0,0,1,0,1,sit
185,P061_P062_Zsit,P062,left,schody,11,round3,P061P062,544081,548715,4634,,SCHODY_3_,,SCHODY_3_D_R,,,,SCHODY_3_D_R_2/2,,SCHODY_3_D_R,,,,,,,,,,,,,SCHODY_3_D_R,SCHODY_3_D_R_2/2,2,0,0,1,1,1,sit
185,P061_P062_Zsit,P062,left,schody,11,round3,P061P062,544756,546049,1293,,SCHODY_3_,,SCHODY_3_D_R,,,,SCHODY_3_D_R_2/2,,SCHODY_3_D_R,,,,,,SCHODY_3_D,,,,,,,SCHODY_3_D_R,SCHODY_3_D_R_2/2,2,0,0,1,1,1,sit
185,P061_P062_Zsit,P062,left,schody,11,round3,P061P062,546073,548415,2342,,SCHODY_3_,,SCHODY_3_D_R,,,,SCHODY_3_D_R_2/2,,SCHODY_3_D_R,,,,,,,,SCHODY_3_R,,,,,SCHODY_3_D_R,SCHODY_3_D_R_2/2,2,0,0,1,1,1,sit
186,P061_P062_Zsit,P061,right,laska,12,round3,P061P062,555927,560537,4610,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_1/2,,LASKA_3_D_E,,,,,,,,,,,,,,LASKA_3_D_E,LASKA_3_D_E_1/2,2,0,1,1,0,0.5,sit
186,P061_P062_Zsit,P061,right,laska,12,round3,P061P062,556415,557415,1000,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_1/2,,LASKA_3_D_E,,,,,,LASKA_3_D,,,,,,,,LASKA_3_D_E,LASKA_3_D_E_1/2,2,0,1,1,0,0.5,sit
186,P061_P062_Zsit,P061,right,laska,12,round3,P061P062,557439,560268,2829,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_1/2,,LASKA_3_D_E,,LASKA_3_E,,,,,,,,LASKA_3_E,,,,LASKA_3_D_E,LASKA_3_D_E_1/2,2,0,1,1,0,0.5,sit
191,P061_P062_Zsit,P062,right,butelka,17,round3,P061P062,613694,617645,3951,,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,,,,,,,,,,,,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
191,P061_P062_Zsit,P062,right,butelka,17,round3,P061P062,613878,615390,1512,,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,,,,,BUTELKA_3_D,,,,,,BUTELKA_3_D,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
191,P061_P062_Zsit,P062,right,butelka,17,round3,P061P062,615415,616732,1317,,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,BUTELKA_3_E,,,,,,,,,,BUTELKA_3_E,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
196,P061_P062_Zsit,P061,right,skakanka,22,round3,P061P062,678872,682750,3878,SKAKANKA_3_,,SKAKANKA_3_E,,,,SKAKANKA_3_E_1/1,,SKAKANKA_3_E,,,,,,,,,,,,,,SKAKANKA_3_E,SKAKANKA_3_E_1/1,1,0,1,0,0,1,sit
196,P061_P062_Zsit,P061,right,skakanka,22,round3,P061P062,679341,682073,2732,SKAKANKA_3_,,SKAKANKA_3_E,,,,SKAKANKA_3_E_1/1,,SKAKANKA_3_E,,SKAKANKA_3_E,,,,,,,,SKAKANKA_3_E,,,,SKAKANKA_3_E,SKAKANKA_3_E_1/1,1,0,1,0,0,1,sit
197,P061_P062_Zsit,P062,right,luneta,23,round3,P061P062,688749,700273,11524,,LUNETA_3_,,LUNETA_3_E_E,,,,LUNETA_3_E_E_2/2,,LUNETA_3_E_E,,,,,,,,,,,,,LUNETA_3_E_E,LUNETA_3_E_E_2/2,2,0,1,0,0,1,sit
197,P061_P062_Zsit,P062,right,luneta,23,round3,P061P062,688878,692000,3122,,LUNETA_3_,,LUNETA_3_E_E,,,,LUNETA_3_E_E_2/2,,LUNETA_3_E_E,,LUNETA_3_E,,,,,,,,,,LUNETA_3_E,LUNETA_3_E_E,LUNETA_3_E_E_2/2,2,0,1,0,0,1,sit
197,P061_P062_Zsit,P062,right,luneta,23,round3,P061P062,697220,699951,2731,,LUNETA_3_,,LUNETA_3_E_E,,,,LUNETA_3_E_E_2/2,,LUNETA_3_E_E,,LUNETA_3_E,,,,,,,,,,LUNETA_3_E,LUNETA_3_E_E,LUNETA_3_E_E_2/2,2,0,1,0,0,1,sit
198,P061_P062_Zsit,P061,right,rower,24,round3,P061P062,706874,710874,4000,ROWER_3_,,ROWER_3_E,,,,ROWER_3_E_1/1,,ROWER_3_E,,,,,,,,,,,,,,ROWER_3_E,ROWER_3_E_1/1,1,0,1,0,0,1,sit
198,P061_P062_Zsit,P061,right,rower,24,round3,P061P062,707366,710122,2756,ROWER_3_,,ROWER_3_E,,,,ROWER_3_E_1/1,,ROWER_3_E,,ROWER_3_E,,,,,,,,ROWER_3_E,,,,ROWER_3_E,ROWER_3_E_1/1,1,0,1,0,0,1,sit
204,P061_P062_Zsit,P061,right,patelnia,30,round3,P061P062,775993,780554,4561,PATELNIA_3_,,PATELNIA_3_D_E,,,,PATELNIA_3_D_E_2/2,,PATELNIA_3_D_E,,,,,,,,,,,,,,PATELNIA_3_D_E,PATELNIA_3_D_E_2/2,2,0,1,1,0,1,sit
204,P061_P062_Zsit,P061,right,patelnia,30,round3,P061P062,776073,778317,2244,PATELNIA_3_,,PATELNIA_3_D_E,,,,PATELNIA_3_D_E_2/2,,PATELNIA_3_D_E,,,,,,PATELNIA_3_D,,,,PATELNIA_3_D,,,,PATELNIA_3_D_E,PATELNIA_3_D_E_2/2,2,0,1,1,0,1,sit
204,P061_P062_Zsit,P061,right,patelnia,30,round3,P061P062,778317,780415,2098,PATELNIA_3_,,PATELNIA_3_D_E,,,,PATELNIA_3_D_E_2/2,,PATELNIA_3_D_E,,PATELNIA_3_E,,,,,,,,PATELNIA_3_E,,,,PATELNIA_3_D_E,PATELNIA_3_D_E_2/2,2,0,1,1,0,1,sit
10,P063_P064_Z_sit,P063,left,luneta,0,round1,P063P064,36365,42042,5677,LUNETA_1_,,LUNETA_1_E_M,,,,LUNETA_1_E_M_1/2,,LUNETA_1_E_M,,,,,,,,,,,,,,LUNETA_1_E_M,LUNETA_1_E_M_1/2,2,1,1,0,0,0.5,sit
10,P063_P064_Z_sit,P063,left,luneta,0,round1,P063P064,36890,41810,4920,LUNETA_1_,,LUNETA_1_E_M,,,,LUNETA_1_E_M_1/2,,LUNETA_1_E_M,,LUNETA_1_E,,,,,,,,LUNETA_1_E,,,,LUNETA_1_E_M,LUNETA_1_E_M_1/2,2,1,1,0,0,0.5,sit
10,P063_P064_Z_sit,P063,left,luneta,0,round1,P063P064,39030,41330,2300,LUNETA_1_,,LUNETA_1_E_M,,,,LUNETA_1_E_M_1/2,,LUNETA_1_E_M,,LUNETA_1_E,,LUNETA_1_M,,,,,,LUNETA_1_E,,,,LUNETA_1_E_M,LUNETA_1_E_M_1/2,2,1,1,0,0,0.5,sit
